author_id,name,last,fore,initials,affiliations,is_industry_affiliated,industry_orgs,paper_count
593cc2ac0502,"Roy, Alec",Roy,Alec,A,"Psychiatry Service, Department of Veteran Affairs, New Jersey VA Health Care System, East Orange, NJ, 07018, USA.",False,,1
577cf91f461c,"Rujescu, Dan",Rujescu,Dan,D,"Department of Psychiatry, Universitätsklinikum Halle (Saale), 06112, Halle (Saale), Germany.; Department of Psychiatry, Psychotherapy and Psychosomatics, Martin-Luther-University Halle-Wittenberg, Halle (Saale), Germany.",False,,2
4bbc173e6160,"Saarikoski, Sirkku T",Saarikoski,Sirkku T,ST,"Department of Mental Health and Substance Abuse Services, National Institute for Health and Welfare, Helsinki, 00271, Finland.",False,,1
313fe38d32be,"Todorov, Alexandre A",Todorov,Alexandre A,AA,"Department of Psychiatry, Washington University School of Medicine, St. Louis, MO, 63110, USA.",False,,1
b89dfee3871d,"Vanyukov, Michael M",Vanyukov,Michael M,MM,"Department of Pharmaceutical Sciences, University of Pittsburgh, Pittsburgh, PA, 15213, USA.; School of Pharmacy, University of Pittsburgh, Pittsburgh, Pennsylvania, USA.",False,,2
ee037e66d638,"Weiss, Robert B",Weiss,Robert B,RB,"Department of Human Genetics, University of Utah School of Medicine, Salt Lake City, UT, 84112, USA.",False,,1
d678ff927bf1,"Bierut, Laura J",Bierut,Laura J,LJ,"Department of Psychiatry, Washington University School of Medicine, St. Louis, MO, 63110, USA.; Department of Psychiatry, Washington University School of Medicine, Saint Louis, Missouri, USA.",False,,2
c3954befd540,"Saccone, Nancy L",Saccone,Nancy L,NL,"Department of Genetics, Washington University School of Medicine, 4523 Clayton Avenue, Campus Box 8232, St. Louis, MO, 63110, USA. nlims@genetics.wustl.edu.; Department of Genetics, Washington University School of Medicine, Saint Louis, Missouri, USA.",False,,2
79f89fa0921f,"Cabrera-Nguyen, E Peter",Cabrera-Nguyen,E Peter,EP,"Department of Psychiatry, Washington University School of Medicine, St. Louis, MO; cabrerae@psychiatry.wustl.edu.",False,,1
8097d5a3a424,"Cavazos-Rehg, Patricia",Cavazos-Rehg,Patricia,P,"Department of Psychiatry, Washington University School of Medicine, St. Louis, MO;",False,,1
39752d335d17,"Krauss, Melissa",Krauss,Melissa,M,"Department of Psychiatry, Washington University School of Medicine, St. Louis, MO;",False,,1
ed2f1bb7556a,"Kim, Yoonsang",Kim,Yoonsang,Y,"Institute for Health Research and Policy, University of Illinois at Chicago, Chicago, IL;; Institute for Health Research and Policy, University of Illinois at Chicago, Chicago, Illinois, USA.; Public Health, NORC at the University of Chicago, Chicago, Illinois, USA.; Social Data Collaboratory, NORC, University of Chicago, Chicago, IL, USA.; Department of Public Health, NORC At The University of Chicago, Chicago, IL, USA.",False,,5
5f79ba6c6b0a,"Teplitskaya, Lyubov",Teplitskaya,Lyubov,L,"Evaluation Science and Research, Truth Initiative, Washington, DC; Zanvyl Krieger School of Arts and Sciences, Johns Hopkins University, Washington, DC;",False,,1
b3fc744f3953,"Hair, Elizabeth C",Hair,Elizabeth C,EC,"Evaluation Science and Research, Truth Initiative, Washington, DC; Department of Health, Behavior and Society, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD;; Evaluation Science and Research, Truth Initiative, Washington, USA.; Department of Health, Behavior and Society, Johns Hopkins Bloomberg School of Public Health, Baltimore, USA.; Schroeder Institute, Truth Initiative, Washington, DC, USA.",False,,3
cbe804c86814,"Combes, Robert D",Combes,Robert D,RD,"Independent Consultant, Norwich, UK.",False,,1
0b911d455d2b,"Balls, Michael",Balls,Michael,M,"c/o FRAME, Nottingham, UK.",False,,1
a41716a053c6,"Eadie, D",Eadie,D,D,"Institute for Social Marketing, School of Health Sciences, University of Stirling, Stirling, UK.",False,,1
c5043b0c4728,"Stead, M",Stead,M,M,"Institute for Social Marketing, School of Health Sciences, University of Stirling, Stirling, UK.",False,,1
02fa26662f6c,"MacKintosh, A M",MacKintosh,A M,AM,"Institute for Social Marketing, School of Health Sciences, University of Stirling, Stirling, UK.",False,,1
7806905e192f,"MacDonald, L",MacDonald,L,L,"Institute for Social Marketing, School of Health Sciences, University of Stirling, Stirling, UK.",False,,1
0380cd217e5c,"Purves, R",Purves,R,R,"Institute for Social Marketing, School of Health Sciences, University of Stirling, Stirling, UK.",False,,1
55ef77b4732a,"Pearce, J",Pearce,J,J,"Centre for Research on Environment Society and Health, School of GeoSciences, University of Edinburgh, Edinburgh, UK.",False,,1
881e17b91a31,"Tisch, C",Tisch,C,C,"Centre for Research on Environment Society and Health, School of GeoSciences, University of Edinburgh, Edinburgh, UK.",False,,1
cf933df372e5,"van der Sluijis, W",van der Sluijis,W,W,"Child and Adolescent Health Research Unit, University of St Andrews, St Andrews, UK.",False,,1
a5c1c46bcbac,"MacGregor, A",MacGregor,A,A,"ScotCen Social Research, Edinburgh, UK.",False,,1
8b8e916709ce,"Haw, S",Haw,S,S,"School of Health Sciences, University of Stirling, Stirling, UK.",False,,1
725e53bc60b0,"Baurley, James W",Baurley,James W,JW,"BioRealm, LLC, Culver City, CA, 90230, USA. baurley@biorealmresearch.com.; BioRealm, LLC, Monument, Colorado, United States of America.",False,,2
d0e365e256a0,"Murrelle, Lenn",Murrelle,Lenn,L,"Venebio Group, Richmond, VA, 23225, USA. lenn.murrelle@venebio.com.",False,,1
05367ba1687e,"Zedler, Barbara",Zedler,Barbara,B,"Venebio Group, Richmond, VA, 23225, USA. barb.zedler@venebio.com.",False,,1
d06e896c96ef,"Fox, Christopher H",Fox,Christopher H,CH,,False,,1
2e83970e50d6,"Velicer, Clayton",Velicer,Clayton,C,"Center for Tobacco Control Research and Education, San Francisco, California, USA.; Center for Tobacco Control Research and Education, University of California San Francisco, 530 Parnassus, Suite 366, San Francisco, CA, 94143-1390, USA.",False,,2
53dc78294309,"Aguinaga-Bialous, Stella",Aguinaga-Bialous,Stella,S,"Center for Tobacco Control Research and Education, San Francisco, California, USA Department of Social and Behavioral Sciences, San Francisco, California, USA.",False,,1
bbb07d8c7c11,"Chang, Andrew Y",Chang,Andrew Y,AY,"Department of Medicine, Stanford University School of Medicine, Stanford, California.",False,,1
f96e67505181,"Barry, Michele",Barry,Michele,M,"Department of Medicine, Stanford University School of Medicine, Stanford, California2Center for Innovation in Global Health, Stanford University, Stanford, California.",False,,1
0dca2ee7d601,"Rodu, Brad",Rodu,Brad,B,"Department of Medicine, School of Medicine, University of Louisville, Louisville, KY; James Graham Brown Cancer Center, University of Louisville, Louisville, KY; brad.rodu@louisville.edu.; Department of Medicine, School of Medicine, University of Louisville, Room 208, 505 South Hancock Street, Louisville, KY, 40202, USA.; Department of Medicine and James Graham Brown Cancer Center, University of Louisville, Louisville, KY, USA.; 3University of Louisville, Clinical Translational Research Building, 505 South Hancock Street, Louisville, KY 40202 USA.; Brad Rodu is with the Department of Medicine and James Graham Brown Cancer Center, University of Louisville, Louisville, KY.",False,,7
2a7382fac9ed,"Plurphanswat, Nantaporn",Plurphanswat,Nantaporn,N,"James Graham Brown Cancer Center, University of Louisville, Louisville, KY;; James Graham Brown Cancer Center, University of Louisville, Louisville, KY, 40202, USA.; Brown Cancer Center, University of Louisville, Louisville, KY 40202, USA.",False,,3
c66300a6395e,"Neuberger, Manfred",Neuberger,Manfred,M,"Commission on Climate and Air Quality, Austrian Academy of Science, 1010 Vienna, Austria.; Center for Public Health, Medical University of Vienna, 1090 Vienna, Austria.",False,,2
63557e34fcae,"Canevascini, Michela",Canevascini,Michela,M,,False,,1
bab5ce56557a,Kuendig Hervé,Kuendig Hervé,,,,False,,1
832b21c02088,"Véron, Claudia",Véron,Claudia,C,,False,,1
40220f07e697,"Pasche, Myriam",Pasche,Myriam,M,,False,,1
e8f02fc95b9d,"Brown, Jamie",Brown,Jamie,J,"University College London, London WC1E 6BT, UK jamie.brown@ucl.ac.uk.; Department of Behavioural Science and Health, University College London, 1-19 Torrington Place, London, UK.; Department of Clinical, Educational and Health Psychology, University College London, London, UK.; Cancer Research UK Health Behaviour Research Centre, University College London, London, UK.; Research Department of Educational, Clinical and Health Psychology, University College London, London, UK.",False,,45
e3189266904c,"Thirlway, Frances",Thirlway,Frances,F,"Department of Anthropology, University of Durham, Durham DH1 3LE, UK j.f.thirlway@durham.ac.uk.; Sociology Department, University of York, York, UK.; Sociology Department, University of York, Heslington, York, UK.",False,,3
650c715595c9,"Watson, Michael Craig",Watson,Michael Craig,MC,"University of Nottingham, Faculty of Medicine and Health Sciences, D86, Queen's Medical Centre, Nottingham NG7 2HA, UK michael.watson@nottingham.ac.uk.",False,,1
8380361c3e88,"Forshaw, Mark",Forshaw,Mark,M,"Liverpool John Moores University, Liverpool, UK.",False,,1
691c4e671706,"Adkison, Sarah E",Adkison,Sarah E,SE,"Department of Health Behavior, Roswell Park Cancer Institute, Buffalo NY; sarah.adkison@roswellpark.org.",False,,1
d31d28378d14,"Cooke, Andrew",Cooke,Andrew,A,"Division of Allergy and Immunology, Department of Internal Medicine, University of South Florida, Tampa, Fla.",False,,1
db25fa7cce76,"Fergeson, Jennifer",Fergeson,Jennifer,J,"Division of Allergy and Immunology, Department of Internal Medicine, University of South Florida, Tampa, Fla.",False,,1
3563bcc982c7,"Bulkhi, Adeeb",Bulkhi,Adeeb,A,"Division of Allergy and Immunology, Department of Internal Medicine, University of South Florida, Tampa, Fla; Department of Internal Medicine, College of Medicine, Umm Al-Qura University, Makkah, Saudi Arabia.",False,,1
f54e35b7770b,"Casale, Thomas B",Casale,Thomas B,TB,"Division of Allergy and Immunology, Department of Internal Medicine, University of South Florida, Tampa, Fla. Electronic address: tbcasale@health.usf.edu.",False,,1
e5545b0453c3,"Dench, Daniel L",Dench,Daniel L,DL,"Public Health Research Division, RTI International, Research Triangle Park, North Carolina.",False,,1
43b5c12fcd11,"Gammon, Doris G",Gammon,Doris G,DG,"Public Health Research Division, RTI International, Research Triangle Park, North Carolina.; Centers for Health Policy Science and Tobacco Research, RTI International, Research Triangle Park, North Carolina.; Center for Health Policy Science and Tobacco Research, RTI International, Research Triangle Park, North Carolina.; Center for Health Analytics, Media, and Policy, RTI International, Research Triangle Park, North Carolina.; Center for Health Analytics, Media, and Policy, RTI International, Durham, NC, USA.",False,,5
fb49dbfb443e,"Fulmer, Erika B",Fulmer,Erika B,EB,"CDC, National Center for Chronic Disease Prevention and Health Promotion, Office on Smoking and Health, Atlanta, Georgia.",False,,1
7654492e695e,"Jawad, Mohammed",Jawad,Mohammed,M,"Department of Primary Care and Public Health, Imperial College London, London, UK Academic Unit of Primary Care and Population Sciences, University of Southampton, Southampton, UK.; 2Department of Primary Care and Public Health,Imperial College London,Hammersmith,London,UK.; Public Health Policy Evaluation Unit, Imperial College London, London, UK mohammed.jawad06@imperial.ac.uk.",False,,3
aa99d554298e,"Nakkash, Rima T",Nakkash,Rima T,RT,"Department of Health Promotion and Community Health, Faculty of Health Sciences, American University of Beirut, Beirut, Lebanon.; Department of Health Promotion and Community Health, American University of Beirut, Beirut, Lebanon.",False,,2
0fdd0fac30f9,"Hawkins, Ben",Hawkins,Ben,B,"Department of Global Health and Development, London School of Hygiene and Tropical Medicine, London, UK.; Annalise Mathers is with the Ontario Tobacco Research Unit, Dalla Lana School of Public Health, University of Toronto, Toronto, Ontario. Ben Hawkins is with the London School of Hygiene and Tropical Medicine, London, United Kingdom. Kelley Lee is with Faculty of Health Sciences, Simon Fraser University, Burnaby, British Columbia.",False,,2
e89f1ec4510b,"Akl, Elie A",Akl,Elie A,EA,"Department of Internal Medicine, American University of Beirut, Beirut, Lebanon Department of Clinical Epidemiology and Biostatistics, McMaster University, Hamilton, Ontario, Canada.",False,,1
c356b97f733e,"Taylor, Frederick R",Taylor,Frederick R,FR,"Department of Neurology, University of Minnesota School of Medicine, Minneapolis, MN, USA.",False,,1
a3d3b31b2863,"Conneely, Karen N",Conneely,Karen N,KN,"Department of Human Genetics, Emory University School of Medicine, Atlanta, Georgia, United States of America.",False,,1
e5006890ab90,"Zhang, Xiaoxi",Zhang,Xiaoxi,X,"West China School of Public Health, Sichuan University, Chengdu 610041, China.",False,,1
7953ec2cdfab,"He, Chengpu",He,Chengpu,C,"Chenghua District Center for Disease Control and Prevention, Chengdu.",False,,1
f4a522b7580c,"Li, Qiaoqiao",Li,Qiaoqiao,Q,"West China School of Public Health, Sichuan University, Chengdu 610041, China.",False,,1
3f7c0629d233,"Lu, Bin",Lu,Bin,B,"Wuhou District Center for Disease Control and Prevention, Chengdu.",False,,1
69cae4030f08,"He, Hai",He,Hai,H,"West China School of Public Health, Sichuan University, Chengdu 610041, China.",False,,1
2977bd83b293,"Zeng, Can",Zeng,Can,C,"West China School of Public Health, Sichuan University, Chengdu 610041, China.",False,,1
15b60b37af02,"Zhao, Ge",Zhao,Ge,G,Zhengzhou Tobacco Research Institute of China Tobacco Corporation.,False,,1
f2b525ddae0d,"Luan, Rongsheng",Luan,Rongsheng,R,"West China School of Public Health, Sichuan University, Chengdu 610041, China; Email: luan_rs@scu.edu.cn.",False,,1
a252e165e669,"Stenger, N",Stenger,N,N,"Fondation du Souffle, comité départemental contre les maladies respiratoires de Loire-Atlantique, 18 B2, boulevard du Massacre, 44800 Saint-Herblain, France. Electronic address: cdmr44@wanadoo.fr.",False,,1
abd7d6bf9a3b,"Chailleux, E",Chailleux,E,E,"Fondation du Souffle, comité départemental contre les maladies respiratoires de Loire-Atlantique, 18 B2, boulevard du Massacre, 44800 Saint-Herblain, France.",False,,1
6c1558d41fd9,"Grimsrud, Tom K",Grimsrud,Tom K,TK,"Cancer Registry of Norway, Oslo, Norway.",False,,2
ef50e1663851,"Tanner, Julie-Anne",Tanner,Julie-Anne,JA,"Campbell Family Mental Health Research Institute, Centre for Addiction and Mental Health (CAMH), Toronto, Ontario, Canada. Department of Pharmacology and Toxicology, University of Toronto, Toronto, Ontario, Canada.; Myriad Neuroscience, Toronto, ON, Canada.",False,,2
a3a63ebf20ef,"Jatlow, Peter",Jatlow,Peter,P,"Department of Laboratory Medicine, Yale University School of Medicine, New Haven, Connecticut.",False,,1
eba667f32493,"Huestis, Marilyn A",Huestis,Marilyn A,MA,"Chemistry and Drug Metabolism, Intramural Research Program, National Institute on Drug Abuse, National Institutes of Health, Baltimore, Maryland.",False,,1
57bfdf28c0e5,"Murphy, Sharon E",Murphy,Sharon E,SE,"Department of Biochemistry, Molecular Biology, and Biophysics, University of Minnesota, Minneapolis, Minnesota.; University of Minnesota, Department of Biochemistry, Molecular Biology and Biophysics, Minneapolis, MN, USA.; Professor, Department of Biochemistry, Molecular Biology, and Biophysics, University of Minnesota, Minneapolis, MN.; Masonic Cancer Center, University of Minnesota, Minneapolis.; Masonic Cancer Center, University of Minnesota, Minneapolis, MN, USA.",False,,8
b96e85cf53b5,"Kankaanpää, Aino",Kankaanpää,Aino,A,"National Institute for Health and Welfare (THL), Helsinki, Finland.",False,,1
c38f7de0cd2a,"Galanti, Laurence",Galanti,Laurence,L,"Department of Clinical Biology, Mont-Godinne University Hospital, Yvoir, Belgium.",False,,1
4b3d8f48a93b,"Stefan, Cristiana",Stefan,Cristiana,C,"Clinical Laboratory and Diagnostic Services, Centre for Addiction and Mental Health, Toronto, Canada.",False,,1
d9b390d1de76,"Schneider, Sven",Schneider,Sven,S,"Mannheim Institute of Public Health, Social and Preventive Medicine (MIPH), Medical Faculty Mannheim, Heidelberg University, Ludolf-Krehl-Str. 7-11, 68167, Mannheim, Germany, Sven.Schneider@medma.uni-heidelberg.de.",False,,1
f21c9c37ba87,"Diehl, Katharina",Diehl,Katharina,K,,False,,1
a67caf1c38af,"Cinciripini, Paul",Cinciripini,Paul,P,"Department of Behavioral Science, University of Texas MD Anderson Cancer Center, Houston, Texas, United States of America.; Department of Behavioral Science, The University of Texas MD Anderson Cancer Center, Cancer Prevention Building (Room CPB3.3309) 1155 Pressler, Houston, TX, 77030.; Department of Behavioral Science, The University of Texas MD Anderson Cancer Center, Houston, TX, USA.; Department of Behavioral Science, The University of Texas MD Anderson Cancer Center, 1155 Pressler St, Houston, TX 77030, United States. Electronic address: pcinciri@mdanderson.org.; Department of Behavioral Science, The University of Texas MD Anderson Cancer Center, 1155 Pressler St, Houston, TX, 77030, United States. Electronic address: pcinciri@mdanderson.org.",False,,6
cfece4662c69,"Phillips, Carl V",Phillips,Carl V,CV,"The Consumer Advocates for Smoke-Free Alternatives Association (CASAA), P.O. Box 652, Wilbraham, MA 01095-0652, USA. cphillips@casaa.org.; , New Hampshire, USA.",False,,2
287261067670,"Tsai, Feng-Jen",Tsai,Feng-Jen,FJ,"Master Program in Global Health and Development, College of Public Health and Nutrition, Taipei Medical University, Taipei, Taiwan.",False,,1
a44e72a618e9,"Sainbayar, Bolor",Sainbayar,Bolor,B,"Master Program in Global Health and Development, College of Public Health and Nutrition, Taipei Medical University, Taipei, Taiwan.",False,,1
06a437be4788,"Harris, Jeffrey E",Harris,Jeffrey E,JE,"Department of Economics, Massachusetts Institute of Technology, Cambridge, MA 02139, USA. Electronic address: jeffrey@mit.edu.",False,,1
46164489337c,"Balsa, Ana Inés",Balsa,Ana Inés,AI,"Departamento de Economía, Facultad de Ciencias Empresariales y Economía, Universidad de Montevideo, Montevideo 11500, Uruguay. Electronic address: abalsa@um.edu.uy.",False,,1
ca1d60fb8e14,"Triunfo, Patricia",Triunfo,Patricia,P,"Departamento de Economía, Facultad de Ciencias Sociales, Universidad de la República, Montevideo 11200, Uruguay. Electronic address: patricia.triunfo@cienciassociales.edu.uy.",False,,1
37d5c3009dba,"Sussman, Steve",Sussman,Steve,S,"Department of Preventive Medicine, University of Southern California, Los Angeles, CA, USA Department of Psychology, University of Southern California, Los Angeles, CA, USA School of Social Work, University of Southern California, Los Angeles, CA, USA ssussma@usc.edu.; Departments of Preventive Medicine and Psychology, and School of Social Work, University of Southern California, Los Angeles, California, USA.; Departments of Preventive Medicine and Psychology, and School of Social Work, University of Southern California, Los Angeles, California, USA ssussma@usc.edu.; Institute for Health Promotion and Disease Prevention Research, Department of Population and Public Health Sciences, Keck School of Medicine, University of Southern California, Los Angeles, CA 90007, USA.; Department of Psychology, University of Southern California, Los Angeles, CA 90007, USA.",False,,7
1bb134078d0a,"Baezconde-Garbanati, Lourdes",Baezconde-Garbanati,Lourdes,L,"Department of Preventive Medicine, University of Southern California, Los Angeles, CA, USA Department of Sociology, University of Southern California, Los Angeles, CA, USA.; Keck School of Medicine, University of Southern California, Los Angeles, United States.; University of Southern California, Los Angeles, CA, USA.; Institute for Health Promotion and Disease Prevention Research, Department of Population and Public Health Sciences, Keck School of Medicine, University of Southern California, Los Angeles, CA 90007, USA.",False,,4
b9ab0c60caaa,"Garcia, Robert",Garcia,Robert,R,"Department of Preventive Medicine, University of Southern California, Los Angeles, CA, USA.",False,,1
51d669f95392,"Barker, Dianne C",Barker,Dianne C,DC,"Barker Bi-Coastal Health Consultants, Inc., Calabasas, CA, USA.; Public Health Institute, Oakland, California, USA.; Barker Bi-Coastal Health Consultants, Inc, Newport, Rhode Island, USA.",False,,2
1303e637b119,"Samet, Jonathan M",Samet,Jonathan M,JM,"Department of Preventive Medicine, University of Southern California, Los Angeles, CA, USA.; Department of Preventive Medicine, The Keck School of Medicine of USC, Los Angeles, California, USA.; Department of Preventive Medicine and Institute for Global Health, Keck School of Medicine, University of Southern California, Los Angeles, California 90089; email: hwipfli@med.usc.edu , jsamet@med.usc.edu.; Colorado School of Public Health, Aurora, CO, USA.",False,,4
6fb7860c9373,"Leventhal, Adam",Leventhal,Adam,A,"Department of Preventive Medicine, University of Southern California, Los Angeles, CA, USA Department of Psychology, University of Southern California, Los Angeles, CA, USA.; Population and Public Health Sciences, University of Southern California, Los Angeles, California, USA.",False,,2
1d8cde753271,"Unger, Jennifer B",Unger,Jennifer B,JB,"Department of Preventive Medicine, University of Southern California, Los Angeles, CA, USA.; Department of Preventive Medicine, University of Southern California, Los Angeles, California, USA.; University of Southern California Keck School of Medicine, United States. Electronic address: unger@usc.edu.; Department of Preventive Medicine, Keck School of Medicine of USC, University of Southern California, Los Angeles.; Department of Preventive Medicine, Keck School of Medicine, University of Southern California, Los Angeles, California, USA.",False,,25
a459b990c5c6,"Watson, Christina Vaughan",Watson,Christina Vaughan,CV,"Centers for Disease Control and Prevention, National Center for Environmental Health, Division of Laborartory Sciences, Tobacco and Volatiles Branch, Mailstop F-47, 4770 Buford Highway, N.E., Atlanta, GA 31314, United States. Electronic address: cvaughan@cdc.gov.; Centers for Disease Control and Prevention, National Center for Environmental Health, Division of Laborarory Sciences, Tobacco and Volatiles Branch, Atlanta, Georgia, United States of America.",False,,2
6ca7ccdd76f1,"Valentin-Blasini, Liza",Valentin-Blasini,Liza,L,"Centers for Disease Control and Prevention, National Center for Environmental Health, Division of Laborartory Sciences, Tobacco and Volatiles Branch, Mailstop F-47, 4770 Buford Highway, N.E., Atlanta, GA 31314, United States.; Centers for Disease Control and Prevention, National Center for Environmental Health, Division of Laborarory Sciences, Tobacco and Volatiles Branch, Atlanta, Georgia, United States of America.",False,,2
fe6ba9a09d6e,"Damian, Maria",Damian,Maria,M,"Centers for Disease Control and Prevention, National Center for Environmental Health, Division of Laborartory Sciences, Tobacco and Volatiles Branch, Mailstop F-47, 4770 Buford Highway, N.E., Atlanta, GA 31314, United States.",False,,1
c7422a4a35f8,"Torjesen, Ingrid",Torjesen,Ingrid,I,London.,False,,1
90969f07fae2,"Cheney, Marshall",Cheney,Marshall,M,"All of the authors are with the Department of Health and Exercise Science, University of Oklahoma, Norman.",False,,1
7aba1cba5779,"Gowin, Mary",Gowin,Mary,M,,False,,1
986ac3364a0b,"Wann, Taylor Franklin",Wann,Taylor Franklin,TF,,False,,1
f07c2cf5b7f4,"Kotecha, Shrinal",Kotecha,Shrinal,S,"1Department of Primary Care and Population Health,University College London,London,UK.",False,,1
1f6eee0fbf5b,"Iliffe, Steve",Iliffe,Steve,S,"1Department of Primary Care and Population Health,University College London,London,UK.",False,,1
f3a1e465de8e,"Daube, Mike",Daube,Mike,M,"Curtin University, Perth, WA, Australia. m.daube@curtin.edu.au.; Faculty of Health Sciences, Curtin University, Bentley, WA, 6102, Australia.; Faculty of Health Sciences, Curtin University, Perth, Western Australia, Australia.",False,,3
1fa306cf7ac7,"Khuri, Fadlo R",Khuri,Fadlo R,FR,"Department of Hematology and Medical Oncology, Emory University School of Medicine, Winship Cancer Institute, Atlanta, Georgia.",False,,1
c6251fe98a7c,"Ramalingam, Suresh S",Ramalingam,Suresh S,SS,"Department of Hematology and Medical Oncology, Emory University School of Medicine, Winship Cancer Institute, Atlanta, Georgia.",False,,1
ec2749f51044,"Caponnetto, Pasquale",Caponnetto,Pasquale,P,"Centro per la Prevenzione e Cura del Tabagismo (CPCT), Azienda Ospedaliero-Universitaria ""Policlinico-Vittorio Emanuele"", Università di Catania, Catania 95100, Italy. p.caponnetto@unict.it.; Dipartimento di Medicina Clinica e Sperimentale, Università di Catania, Catania 95100, Italy. p.caponnetto@unict.it.; Department of Science of Education, Section of Psychology, University of Catania, Italy.; Centre of Excellence for the Acceleration of HArm Reduction (CoEHAR), University of Catania, Italy.; Centre for the Prevention and Treatment of Tobacco Addiction (CPCT), University Teaching Hospital ""Policlinico-S.Marco"", University of Catania, Italy.",False,,4
29cebeb01aaa,"Cibella, Fabio",Cibella,Fabio,F,"National Research Council of Italy, Institute of Biomedicine and Molecular Immunology, Palermo 90100, Italy. fabio.cibella@ibim.cnr.it.",False,,1
040dd7279c2d,"Le-Houezec, Jacques",Le-Houezec,Jacques,J,"Addiction Research Unit at INSERM 1178 (Mental and Public Health), 75014 Paris, France. jacques.lehouezec@amzer-glas.com.; UK Centre for Tobacco Control Studies, University of Nottingham, Nottingham NG51PB, UK. jacques.lehouezec@amzer-glas.com.",False,,1
19bed13d79f1,"Liu, Jianli",Liu,Jianli,J,"Tobacco Company of Chongqing, Chongqing, 400023, People's Republic of China.",False,,1
f516500f6520,"Ma, Guanghui",Ma,Guanghui,G,,False,,1
55041f37db5e,"Chen, Tao",Chen,Tao,T,,False,,1
121fb403afc0,"Hou, Ying",Hou,Ying,Y,,False,,1
718e70d40715,"Yang, Shihua",Yang,Shihua,S,,False,,1
27e45161f767,"Zhang, Ke-Qin",Zhang,Ke-Qin,KQ,,False,,1
53d9bd1b05db,"Yang, Jinkui",Yang,Jinkui,J,,False,,1
5998e62eb79f,"Campbell, Leanne R",Campbell,Leanne R,LR,"R.J. Reynolds Tobacco Company , Winston-Salem, NC , USA and.; RAI Services Company, 401 N. Main Street, Winston-Salem, NC, 27101, USA.",False,,2
bd266b4c3051,"Beaglehole, Robert",Beaglehole,Robert,R,"University of Auckland, Auckland, New Zealand. Electronic address: r.beaglehole@auckland.ac.nz.",False,,1
20b323370bf3,"Bonita, Ruth",Bonita,Ruth,R,"University of Auckland, Auckland, New Zealand.",False,,1
51b2c687c507,"Yach, Derek",Yach,Derek,D,"Vitality Institute (part of Discovery Holdings), New York, USA.; Derek Yach is with the Foundation for a Smoke-Free World, New York, NY.; Brian E. Erkkila and Derek Yach are with the Foundation for a Smoke-Free World, New York, NY. Patricia I. Kovacevic is with RegulationStrategies, Tampa, FL.",True,Foundation for a Smoke-Free World,3
c6dbe585c5b8,"Mackay, Judith",Mackay,Judith,J,"World Lung Foundation, Hong Kong, China.; Vital Strategies, Kowloon, Hong Kong Special Administrative Region, China.",False,,2
0237a6ff93f0,"Reddy, K Srinath",Reddy,K Srinath,KS,"Public Health Foundation of India, Gurgaon, Haryana, India.",False,,1
f7f3ed14913b,"Williams, Rebecca J",Williams,Rebecca J,RJ,"Office of Public Health Studies, University of Hawai'i at Manoa, Honolulu, HI (RJW).",False,,1
4d62e2d1826f,"Knight, Rebecca",Knight,Rebecca,R,"Office of Public Health Studies, University of Hawai'i at Manoa, Honolulu, HI (RJW).",False,,1
42b9dd10018b,"Groenman, Annabeth P",Groenman,Annabeth P,AP,"Department of Clinical Neuropsychology, VU University Amsterdam, The Netherlands.; Department of Cognitive Neuroscience, Radboud University Medical Centre Nijmegen, Donders Institute for Brain, Cognition and Behavior, Centre for Neuroscience, The Netherlands.",False,,1
45bc1faa3a37,"Greven, Corina U",Greven,Corina U,CU,"Department of Cognitive Neuroscience, Radboud University Medical Centre Nijmegen, Donders Institute for Brain, Cognition and Behavior, Centre for Neuroscience, The Netherlands.; Institute of Psychiatry, King's College London, MRC Social, Genetic and Developmental Psychiatry Centre, UK.; Karakter, Child and Adolescent Psychiatry University Centre, The Netherlands.",False,,1
90d4f66328a5,"van Donkelaar, Marjolein M J",van Donkelaar,Marjolein M J,MM,"Department of Human Genetics, Radboud University Medical Centre Nijmegen, Donders Institute for Brain, Cognition and Behaviour, The Netherlands.",False,,1
2f97e04b1b23,"Schellekens, Arnt",Schellekens,Arnt,A,"Department of Psychiatry, Radboud University Medical Centre Nijmegen, Donders Institute for Brain, Cognition and Behavior, Centre for Neuroscience, The Netherlands.; Nijmegen Institute for Science Practitioners in Addiction (NISPA), The Netherlands.",False,,1
913664692a60,"van Hulzen, Kimm J E",van Hulzen,Kimm J E,KJ,"Department of Human Genetics, Radboud University Medical Centre Nijmegen, Donders Institute for Brain, Cognition and Behaviour, The Netherlands.",False,,1
936963979b05,"Rommelse, Nanda",Rommelse,Nanda,N,"Karakter, Child and Adolescent Psychiatry University Centre, The Netherlands.; Department of Psychiatry, Radboud University Medical Centre Nijmegen, Donders Institute for Brain, Cognition and Behavior, Centre for Neuroscience, The Netherlands.",False,,1
9d1c60c756df,"Hartman, Catharina A",Hartman,Catharina A,CA,"Department of Psychiatry, University of Groningen, University Medical Center Groningen, The Netherlands.; Department of Psychiatry, Interdisciplinary Center Psychopathology and Emotion Regulation, University Medical Center Groningen, University of Groningen, Groningen, Netherlands.",False,,2
