paper_id,title,year,industry_category,outcome_keyword,outcome_enhanced,pos_matches,neg_matches,neu_matches
21506307,"El Habano and the world it has shaped: Cuba, Connecticut, and Indonesia.",2010,Independent,Not coded,Not applicable,,,
19910355,Tobacco industry consumer research on smokeless tobacco users and product development.,2010,Independent,Not coded,Not applicable,,,
23476081,"Framing Nicotine Addiction as a ""Disease of the Brain"": Social and Ethical Consequences.",2012,Independent,Negative,Mixed,effective,addiction,
22177316,Smokers' reactions to FDA regulation of tobacco products: findings from the 2009 ITC United States survey.,2011,Independent,Not coded,Positive,improve,,
22110049,Young adults' perceptions about established and emerging tobacco products: results from eight focus groups.,2012,Independent,Not coded,Not applicable,,,
22019540,"Tobacco habit: historical, cultural, neurobiological, and genetic features of people's relationship with an addictive drug.",2011,Independent,Mixed,Negative,,cancer; addiction; dependence; cardiovascular disease; detrimental,
21956761,Cigarette smoke radioactivity and lung cancer risk.,2012,Independent,Negative,Negative,,cancer; lung cancer,
21926451,[Harm reduction strategy in tobacco control].,2011,Independent,Positive,Not applicable,,,
21934719,Smokeless tobacco as a nicotine delivery device: harm or harm reduction?,2011,Independent,Mixed,Mixed,quit ; harm reduction,toxic,
21912896,Lower glial metabolite levels in brains of young children with prenatal nicotine exposure.,2012,Independent,Not coded,Not applicable,,,
21908725,"Nicotine, carbon monoxide, and carcinogen exposure after a single use of a water pipe.",2011,Independent,Negative,Negative,,carcinogens; cancer; addiction,
21872211,[Smokeless tobacco and cardiovascular risk].,2012,Independent,Positive,Not applicable,,,
21839419,Changes in smokers' attitudes toward intended cessation attempts in Japan.,2011,Independent,Mixed,Mixed,quit ,dependence; nicotine dependence,
21824908,Tar wars over smoking cessation.,2011,Independent,Not coded,Not applicable,,,
21808284,Gender-stratified gene and gene-treatment interactions in smoking cessation.,2012,Independent,Positive,Positive,abstinence,,
21774829,"Daring to dream: reactions to tobacco endgame ideas among policy-makers, media and public health practitioners.",2011,Independent,Not coded,Not applicable,,,
21757875,"Integrating genetic studies of nicotine addiction into public health practice: stakeholder views on challenges, barriers and opportunities.",2012,Independent,Not coded,Positive,cessation; improve,,
21739895,Tobacco advertisements targeted on women: creating an awareness among women.,2011,Independent,Negative,Negative,,cancer; dependence; lung cancer; nicotine dependence,
21728446,Tobacco psychopharmacology and public health policy: it takes a community.,2011,Independent,Negative,Negative,,dependence; withdrawal,
23393849,[Assessment of urinary cotinine in a group occupationally exposed to nicotine].,2011,Independent,Not coded,Not applicable,,,
21685583,Detection of nicotine content impact in tobacco manufacturing using computational intelligence.,2011,Independent,Not coded,Positive,promising,,
21658140,Impact of the removal of misleading terms on cigarette pack on smokers' beliefs about 'light/mild' cigarettes: cross-country comparisons.,2011,Independent,Not coded,Not applicable,,,
21596723,"Scientific research and corporate influence: smoking, mental illness, and the tobacco industry.",2012,Independent,Negative,Mixed,cessation,dependence; nicotine dependence,
21596491,Shorter interpuff interval is associated with higher nicotine intake in smokers with schizophrenia.,2011,Independent,Not coded,Not applicable,,,
21569637,Retail promotions and perceptions of R.J. Reynolds' novel dissolvable tobacco in a US test market.,2011,Independent,Not coded,Not applicable,,,
21565662,What do cigarette pack colors communicate to smokers in the U.S.?,2011,Independent,Not coded,Not applicable,,,
21504930,Menthol sensory qualities and smoking topography: a review of tobacco industry documents.,2011,Independent,Not coded,Not applicable,,,
21504929,Menthol's potential effects on nicotine dependence: a tobacco industry perspective.,2011,Independent,Not coded,Negative,,addictive,
21504926,Menthol: putting the pieces together.,2011,Independent,Positive,Mixed,cessation,initiation,
21519612,Significant reduction of harmful compounds in tobacco smoke by the use of titanate nanosheets and nanotubes.,2011,Independent,Negative,Negative,,harmful,
21498874,Barring intervention? Lesbian and gay bars as an underutilized venue for tobacco interventions.,2011,Independent,Not coded,Positive,successfully,,
21415064,Electronic nicotine delivery systems: a research agenda.,2011,Independent,Positive,Not applicable,,,
21390440,"Women and smoking: risks, impacts, and challenges.",2011,Independent,Mixed,Mixed,cessation; encouraging,dependence; nicotine dependence; epidemic,
21385907,A content analysis of Camel Snus advertisements in print media.,2011,Independent,Not coded,Not applicable,,,
21376479,Conference on abuse liability and appeal of tobacco products: conclusions and recommendations.,2011,Independent,Negative,Negative,,dependence; initiation,
21375611,"Tobacco, nicotine and harm reduction.",2011,Independent,Negative,Mixed,harm reduction; less toxic; improve; effective ,harmful; toxic; death; exploitation,
21324834,Research opportunities related to establishing standards for tobacco products under the Family Smoking Prevention and Tobacco Control Act.,2012,Independent,Not coded,Not applicable,,,
21216263,The linear relationship between cigarette tar and nicotine yields: regulatory implications for smoke constituent ratios.,2011,Tobacco Company,Not coded,Not applicable,,,
23968612,Disproportionate organizational injustice: a close look at facilities exempted from indoor smoking laws in Canada.,2012,Independent,Not coded,Negative,,addiction,
23405605,[Study on the efficacy of personal protective equipment for skin against nicotine absorption through the skin route in tobacco workers].,2012,Independent,Not coded,Positive,efficacy,,
23204074,Electronic nicotine delivery systems: regulatory and safety challenges: Singapore perspective.,2014,Independent,Positive,Mixed,quit smoking; efficacy,misleading,
23131278,[Methods and results of smoking cessation in cancer smoker's].,2012,Independent,Mixed,Mixed,cessation; quit ,cancer; dependence; relapse,
23128517,Regulatory issues concerning the development and circulation of nicotine-containing products: a qualitative study.,2013,Independent,Not coded,Positive,effective ,,
23117999,Examining market trends in the United States smokeless tobacco use: 2005-2011.,2014,Independent,Not coded,Not applicable,,,
23079224,Federal approaches to the regulation of noncigarette tobacco products.,2012,Independent,Not coded,Positive,benefit,,
23047885,Adolescent and adult perceptions of traditional and novel smokeless tobacco products and packaging in rural Ohio.,2014,Independent,Not coded,Not applicable,,,
23035644,"Patterns and socioeconomic influences of tobacco exposure in tobacco cultivating rural areas of Yunnan Province, China.",2012,Independent,Not coded,Not applicable,,,
23035576,[Elimination of volatile compounds of leaf tobacco from air emissions using biofiltration].,2012,Independent,Not coded,Positive,nontoxic,,
23024247,"Research required for the effective implementation of the framework convention on tobacco control, articles 9 and 10.",2013,Independent,Not coded,Not applicable,,,
23024245,Trends in the use and advertising of discount versus premium snuff.,2013,Independent,Not coded,Negative,,dependence,
23000417,Intra- and inter-individual variability in urinary nicotine excretion and plasma cotinine in adult cigarette smokers.,2012,Tobacco Company,Not coded,Not applicable,,,
23000415,The chemical composition of smokeless tobacco: a survey of products sold in the United States in 2006 and 2007.,2012,Independent,Negative,Negative,,harmful; toxicant,
22990227,Assessment of mouth-level exposure to tobacco constituents in U.S. snus consumers.,2013,Independent,Not coded,Not applicable,,,
22990225,Converging research needs across framework convention on tobacco control articles: making research relevant to global tobacco control practice and policy.,2013,Independent,Not coded,Not applicable,,,
22971134,Racial differences in the relationship between tobacco dependence and nicotine and carcinogen exposure.,2013,Independent,Negative,Neutral,,carcinogen; dependence,non-significant
22953380,WHO Study Group on Tobacco Product Regulation. Report on the scientific basic of tobacco product regulation: fourth report of a WHO study group.,2012,Independent,Negative,Negative,,toxic; dependence,
22949581,Impact of tobacco regulation on animal research: new perspectives and opportunities.,2012,Independent,Not coded,Not applicable,,,
22940678,The development of scientific consultants: how the tobacco industry creates controversy on the carcinogenicity of tobacco-specific nitrosamines.,2013,Independent,Not coded,Negative,,carcinogenic,
22891869,Effectiveness of stop-smoking medications: findings from the International Tobacco Control (ITC) Four Country Survey.,2013,Independent,Positive,Positive,quit ,,
22821751,The analysis of mainstream smoke emissions of Canadian 'super slim' cigarettes.,2013,Independent,Mixed,Mixed,less harmful,harmful; toxicants,
22821750,"Awareness, perceptions and use of snus among young adults from the upper Midwest region of the USA.",2013,Independent,Mixed,Mixed,less harmful,harmful; targeting young,
22782848,Weight gain in smokers after quitting cigarettes: meta-analysis.,2012,COI Declared,Positive,Positive,cessation; quitting; abstinence,,
22683394,Mainstream smoke chemistry analysis of samples from the 2009 US cigarette market.,2012,Independent,Not coded,Neutral,,,not significantly
22632403,The impact of media campaigns on smoking cessation activity: a structural vector autoregression analysis.,2012,Independent,Positive,Positive,quitting; effective ; tobacco control campaigns appear to be more effective,,
22571920,"Differential cigarette-related startle cue reactivity among light, moderate, and heavy smokers.",2012,Independent,Negative,Negative,,dependence; nicotine dependence,
22569203,CYP2A6 and CYP2B6 genetic variation and its association with nicotine metabolism in South Western Alaska Native people.,2012,Independent,Not coded,Not applicable,,,
22560677,Correlates of tobacco dependence and motivation to quit among young people receiving mental health treatment.,2012,Independent,Mixed,Mixed,quit ,dependence,
22552800,Reproducibility of the nicotine metabolite ratio in cigarette smokers.,2012,Independent,Not coded,Not applicable,,,
22535362,Support for a tobacco endgame and increased regulation of the tobacco industry among New Zealand smokers: results from a National Survey.,2013,Independent,Not coded,Not applicable,,,
22530246,"The regulation of nicotine in the United Kingdom: how nicotine gum came to be a medicine, but not a drug.",2012,Independent,Negative,Mixed,helps,addiction,
22455158,[The smoker is a very sweet squirrel in cage].,2012,Independent,Not coded,Not applicable,,,
22428611,Exposure and kinetics of polycyclic aromatic hydrocarbons (PAHs) in cigarette smokers.,2012,Independent,Not coded,Not applicable,,,
22400986,The in vitro toxicology of Swedish snus.,2012,Independent,Not coded,Negative,,carcinogenic; mutagenicity,
22397353,Public attitudes regarding banning of cigarettes and regulation of nicotine.,2012,Independent,Not coded,Not applicable,,,
22377777,Smokers' perceptions of smokeless tobacco and harm reduction.,2012,Independent,Not coded,Positive,harm reduction,,
22365895,Role of cigarette sensory cues in modifying puffing topography.,2012,Independent,Not coded,Positive,modified risk,,
22354905,Smoking behavior and exposure to tobacco toxicants during 6 months of smoking progressively reduced nicotine content cigarettes.,2012,Independent,Not coded,Not applicable,,,
22345263,What public health strategies are needed to reduce smoking initiation?,2012,Independent,Not coded,Positive,effective ,,
22345253,Whither tobacco product regulation?,2012,Independent,Positive,Positive,reduced harm; safer,,
22345243,Non-cigarette tobacco products: what have we learnt and where are we headed?,2012,Independent,Not coded,Negative,,toxicity,
22345228,A brief overview of the tobacco industry in the last 20 years.,2012,Independent,Not coded,Not applicable,,,
22267980,How online sales and promotion of snus contravenes current European Union legislation.,2013,Independent,Not coded,Not applicable,,,
22176843,Smokeless and flavored tobacco products in the U.S.: 2009 Styles survey results.,2012,Independent,Not coded,Not applicable,,,
24429231,Regulatory challenges for refined nicotine products.,2013,Independent,Not coded,Not applicable,,,
24379146,Noncombustible tobacco product advertising: how companies are selling the new face of tobacco.,2014,Independent,Not coded,Negative,,misleading,
24359298,"Scaring the snus out of smokers: testing effects of fear, threat, and efficacy on smokers' acceptance of novel smokeless tobacco products.",2014,Independent,Not coded,Positive,efficacy; favorable,,
24343348,E-cigarettes and cardiovascular risk: beyond science and mysticism.,2014,Independent,Mixed,Mixed,cessation; less hazardous; effective ,harmful; increased risk; hazardous,
24340824,No sisyphean task: how the FDA can regulate electronic cigarettes.,2013,Independent,Not coded,Positive,modified risk,,
24255926,Non-publication of tobacco funded research should extend to replacement nicotine studies funded by the drug industry.,2013,Independent,Not coded,Not applicable,,,
24250756,The use and perception of electronic cigarettes and snus among the U.S. population.,2013,Independent,Not coded,Positive,quit ; efficacy,,
24229749,Treating nicotine dependence by targeting attention-deficit/ hyperactivity disorder (ADHD) with OROS methylphenidate: the role of baseline ADHD severity and treatment response.,2013,Independent,Negative,Mixed,effective ,dependence; nicotine dependence,
24215662,A novel model mouth system for evaluation of In Vitro release of nicotine from moist snuff.,2013,Independent,Not coded,Not applicable,,,
24191982,"Nicotine yesterday, today, and tomorrow: a global review.",2014,Independent,Negative,Not applicable,,,
24151139,Smokers' and nonsmokers' beliefs about harmful tobacco constituents: implications for FDA communication efforts.,2014,Independent,Not coded,Not applicable,,,
24130674,The prevalence of and factors associated with the use of smoking cessation medication in Korea: trend between 2005-2011.,2013,Independent,Positive,Positive,cessation; effective ,,
24107789,"A short note on e-cigarette issues: harm reduction, re-normalization, and Big Tobacco.",2014,Independent,Not coded,Not applicable,,,
24058299,Transnational tobacco company interests in smokeless tobacco in Europe: analysis of internal industry documents and contemporary industry materials.,2013,Independent,Not coded,Mixed,harm reduction; less harmful,harmful,
24039695,Alcohol and drug use disorders among patients with myocardial infarction: associations with disparities in care and mortality.,2013,Independent,Not coded,Negative,,mortality,
24038037,Forensic analysis of online marketing for electronic nicotine delivery systems.,2015,Independent,Not coded,Negative,,deceptive,
23936477,Variation in trans-3'-hydroxycotinine glucuronidation does not alter the nicotine metabolite ratio or nicotine intake.,2013,Independent,Positive,Neutral,cessation,,not significantly
23933970,"Genetic and pharmacokinetic determinants of response to transdermal nicotine in white, black, and Asian nonsmokers.",2013,Independent,Negative,Negative,,dependence; nicotine dependence,
23923467,"E-cigarettes: What's known, what's unknown.",2013,Independent,Positive,Positive,cessation; efficacy,,
23842946,Advancing the retail endgame: public perceptions of retail policy interventions.,2014,Independent,Not coded,Not applicable,,,
23714690,CYP2A6 genotype but not age determines cotinine half-life in infants and children.,2013,Independent,Not coded,Not applicable,,,
23714547,"Tobacco and lung cancer: risks, trends, and outcomes in patients with cancer.",2013,Independent,Mixed,Mixed,cessation; improve,toxicity; increased risk; cancer; lung cancer; mortality,
23709584,Big Tobacco lights up e-cigarettes.,2013,Independent,Not coded,Not applicable,,,
23692359,CHRNA5-A3-B4 genetic variants alter nicotine intake and interact with tobacco use to influence body weight in Alaska Native tobacco users.,2013,Independent,Not coded,Not applicable,,,
23676426,Plain cigarette packets could reduce nicotine addiction.,2013,Independent,Not coded,Not applicable,,,
23642700,Tobacco control efforts in Europe.,2013,Independent,Not coded,Negative,,epidemic,
23631227,[Problems of tobacco smoke and positive effects of quit-smoking on human health].,2013,Independent,Negative,Negative,,cancer,
23591515,Minimising the harm from nicotine use: finding the right regulatory framework.,2013,Independent,Positive,Positive,harm reduction,,
23591513,Tobacco endgame strategies: challenges in ethics and law.,2013,Independent,Not coded,Not applicable,,,
23591505,Ending tobacco-caused mortality and morbidity: the case for performance standards for tobacco products.,2013,Independent,Not coded,Negative,,toxicity,
23591498,Reducing the nicotine content to make cigarettes less addictive.,2013,Independent,Negative,Mixed,lower level,dependence; nicotine dependence,
23596197,Tobacco control challenges in East Asia: proposals for change in the world's largest epidemic region.,2014,Independent,Positive,Mixed,cessation; quit ; quitting; effective ,passive smoking,
23583832,"Association between tobacco industry denormalization beliefs, tobacco control community discontent and smokers' level of nicotine dependence.",2013,Independent,Mixed,Mixed,quit,dependence; nicotine dependence,
23467655,Testing messages to reduce smokers' openness to using novel smokeless tobacco products.,2014,Independent,Not coded,Positive,effective ,,
23465645,Making smokers different with nicotine: NRT and quitting.,2013,Independent,Positive,Positive,cessation; stop smoking,,
23462922,Comparison of nicotine and carcinogen exposure with water pipe and cigarette smoking.,2013,COI Declared,Negative,Negative,,toxicant; carcinogen; cancer; health risk,
23457163,Smoking cessation and COPD.,2013,Independent,Positive,Positive,cessation; quit ; effective ,,
23383289,Nicotine dependence and cost-effectiveness of individualized support for smoking cessation: evidence from practice at a worksite in Japan.,2013,Independent,Mixed,Mixed,cessation; effectiveness,dependence; nicotine dependence,
23371292,"The ability of plasma cotinine to predict nicotine and carcinogen exposure is altered by differences in CYP2A6: the influence of genetics, race, and sex.",2013,Independent,Not coded,Not applicable,,,
23327263,"Population use, sales, and design: a multidimensional assessment of ""light"" cigarettes in the United States, 2009.",2013,Independent,Not coded,Not applicable,,,
23327262,Public support for mandated nicotine reduction in cigarettes.,2013,Independent,Positive,Mixed,cessation; quit ,youth initiation; initiation,
23303289,Public opinion about ending the sale of tobacco in Australia.,2014,Independent,Not coded,Not applicable,,,
23249876,Nicotinic acetylcholine receptor variation and response to smoking cessation therapies.,2013,Independent,Positive,Mixed,abstinence,relapse,
25665350,"The European Association of Dental Public Health conference resolution on the control of e-cigarettes; or ""you have to be a bit crazy to carry on smoking conventional cigarettes when there are e-cigarettes available"".",2014,Independent,Not coded,Not applicable,,,
25603563,[E-cigarette stirs controversies].,2014,Independent,Not coded,Not applicable,,,
25561386,Cognitive manifestations of drinking-smoking associations: preliminary findings with a cross-primed Stroop task.,2015,Independent,Not coded,Negative,,dependence,
25552769,Countries vindicate cautious stance on e-cigarettes.,2014,Independent,Not coded,Not applicable,,,
25549549,"Consumption patterns and biomarkers of exposure in cigarette smokers switched to Snus, various dissolvable tobacco products, Dual use, or tobacco abstinence.",2015,Independent,Not coded,Not applicable,,,
25515551,Compensatory smoking from gradual and immediate reduction in cigarette nicotine content.,2015,COI Declared,Not coded,Not applicable,,,
25514811,Electronic cigarettes and alternative nicotine products.,2014,Independent,Not coded,Not applicable,,,
25512432,The importance of product definitions in US e-cigarette laws and regulations.,2016,Independent,Not coded,Not applicable,,,
25496794,[Haut Conseil de la Santé publique (HCSP). Guidance on the benefits and risks of the electronic cigarette or e-cigarette in the general population (25 April 2014)].,2014,Independent,Not coded,Not applicable,,,
25491928,Cortical activity differs during nicotine deprivation versus satiation in heavy smokers.,2015,Independent,Not coded,Negative,,withdrawal,
25485860,"Smoking characteristics among lesbian, gay, and bisexual adults.",2015,Independent,Positive,Mixed,quit,higher rates,
25474226,"ASCO, AACR issue joint response to proposed FDA tobacco rule.",2014,Independent,Not coded,Not applicable,,,
25460033,Effects of using electronic cigarettes on nicotine delivery and cardiovascular function in comparison with regular cigarettes.,2015,Tobacco Company,Mixed,Mixed,less harmful,harmful,
25447258,"""Enjoy the future of smoking"".",2014,Independent,Not coded,Not applicable,,,
25444997,Comparison of select analytes in aerosol from e-cigarettes with smoke from conventional cigarettes and with ambient air.,2014,Tobacco Company,Mixed,Positive,reduced exposure,,
25416718,Biochemical estimation of noncompliance with smoking of very low nicotine content cigarettes.,2015,Independent,Not coded,Not applicable,,,
25361047,"Comparative in vitro toxicity profile of electronic and tobacco cigarettes, smokeless tobacco and nicotine replacement therapy products: e-liquids, extracts and collected aerosols.",2014,Tobacco Company,Neutral,Negative,,toxic; genotoxic; mutagenicity,
25350011,Comparison of select analytes in exhaled aerosol from e-cigarettes with exhaled smoke from a conventional cigarette and exhaled breaths.,2014,Tobacco Company,Not coded,Not applicable,,,
25335949,NIH electronic cigarette workshop: developing a research agenda.,2015,Independent,Positive,Positive,cessation,,
25335902,A content analysis of electronic cigarette manufacturer websites in China.,2016,Independent,Not coded,Negative,,addiction; targeting youth; nicotine addiction; initiation,
25335899,Cigarette design and marketing features are associated with increased smoking susceptibility and perception of reduced harm among smokers in 27 EU countries.,2015,Independent,Positive,Positive,harm reduction; reduced harm,,
25331778,Use of stop-smoking medications in the United States before and after the introduction of varenicline.,2015,Independent,Positive,Mixed,quit smoking,increase in use,
25322582,E-cigarettes: an up to date review and discussion of the controversy.,2014,Independent,Positive,Positive,harm reduction,,
25322505,[Table discussions].,2014,Independent,Not coded,Not applicable,,,
25294933,Electronic cigarettes: peering through the smokescreen.,2014,Independent,Not coded,Not applicable,,,
25253295,Nonsmokers' responses to new warning labels on smokeless tobacco and electronic cigarettes: an experimental study.,2014,Independent,Positive,Positive,lower risk,,
25245795,"Menthol cigarette smoking among lesbian, gay, bisexual, and transgender adults.",2015,Independent,Not coded,Negative,,death,
25236479,The tobacco endgame: it's all about behavior.,2014,Independent,Not coded,Negative,,epidemic,
25211741,"Politics, profit, and psychiatric diagnosis: a case study of tobacco use disorder.",2014,Independent,Not coded,Not applicable,,,
25211736,Menthol smokers in large-scale nicotine replacement therapy program.,2014,Independent,Not coded,Not applicable,,,
25168031,"Increasing prevalence of electronic cigarette use among smokers hospitalized in 5 US cities, 2010-2013.",2015,Independent,Not coded,Not applicable,,,
25150383,Reducing nicotine content of cigarettes: in search of a regulator.,2014,Independent,Not coded,Not applicable,,,
25145342,Modelling the implications of regular increases in tobacco taxation in the tobacco endgame.,2015,Independent,Not coded,Not applicable,,,
25142693,Diversity analysis of the bacterial community in tobacco waste extract during reconstituted tobacco process.,2015,Independent,Not coded,Not applicable,,,
25083263,Safety evaluation and risk assessment of electronic cigarettes as tobacco cigarette substitutes: a systematic review.,2014,Independent,Mixed,Mixed,less harmful; benefits; effective ; alternative to smoking,harmful,
25079413,Characterization of particle size distribution of mainstream cigarette smoke generated by smoking machine with an electrical low pressure impactor.,2014,Independent,Not coded,Not applicable,,,
25078252,"Electronic cigarettes: review of use, content, safety, effects on smokers and potential for harm and benefit.",2014,Independent,Not coded,Mixed,benefit,mortality,
25063829,E-cigarettes: threat or opportunity?,2014,Independent,Not coded,Not applicable,,,
25052861,Tobacco industry marketing: an analysis of direct mail coupons and giveaways.,2015,Independent,Not coded,Neutral,effective ,,more research is needed
25052334,Nicotine patch preloading for smoking cessation (the preloading trial): study protocol for a randomized controlled trial.,2014,Independent,Positive,Neutral,cessation; effectiveness,,inconclusive
25035346,Epidemiology and public health policy of tobacco use and cardiovascular disorders in low- and middle-income countries.,2014,Independent,Not coded,Negative,,mortality,
25025523,Nicotine reduction as an increase in the unit price of cigarettes: a behavioral economics approach.,2014,Independent,Not coded,Not applicable,,,
25011347,Safety and efficacy of electronic cigarettes: a review.,2014,Independent,Positive,Positive,efficacy,,
24997464,"New Zealand tobacco retailers' attitudes to selling tobacco, point-of-sale display bans and other tobacco control measures: a qualitative analysis.",2014,Independent,Not coded,Not applicable,,,
24985247,"Regulating E-cigarettes: a rule proposed by the FDA aims to extend authority to E-cigarettes, other tobacco products.",2014,Independent,Not coded,Not applicable,,,
24977431,Restraining tobacco--the hydra headed monster.,2014,Independent,Not coded,Not applicable,,,
24967958,Reduced nicotine product standards for combustible tobacco: building an empirical basis for effective regulation.,2014,Independent,Not coded,Not applicable,,,
24938513,A call for an urgent ban on E-cigarettes in India--a race against time.,2015,Independent,Not coded,Not applicable,,,
24927667,Regulation of gene expression by tobacco product preparations in cultured human dermal fibroblasts.,2014,Independent,Not coded,Not applicable,,,
24885542,"A pragmatic, randomized, controlled study evaluating the impact of access to smoking cessation pharmacotherapy coverage on the proportion of successful quitters in a Canadian population of smokers motivated to quit (ACCESSATION).",2014,Independent,Positive,Mixed,cessation; quit ; improve; effective ; successful,relapse,
24879304,"Comparison of consumption patterns, biomarkers of exposure, and subjective effects in cigarette smokers who switched to dissolvable tobacco (Camel Orbs), dual use, or tobacco abstinence.",2014,Independent,Not coded,Negative,,toxicant; withdrawal,
24847099,E-cigarette availability and promotion among retail outlets near college campuses in two southeastern states.,2014,Independent,Not coded,Not applicable,,,
24789603,Rapidly increasing promotional expenditures for e-cigarettes.,2015,Independent,Not coded,Not applicable,,,
24736963,[Tobacco farming in Italy receives more funds in comparison to tobacco control].,2014,Independent,Not coded,Not applicable,,,
24733007,Association of CHRNA5-A3-B4 SNP rs2036527 with smoking cessation therapy response in African-American smokers.,2014,Independent,Positive,Positive,abstinence,,
24732165,Research gaps related to the environmental impacts of electronic cigarettes.,2014,Independent,Not coded,Not applicable,,,
24727649,'Vape shops' and 'E-Cigarette lounges' open across the USA to promote ENDS.,2015,Independent,Not coded,Not applicable,,,
24713614,E-cigarettes made especially for inmates.,2014,Independent,Not coded,Not applicable,,,
24650844,"E-cigarette advertising expenditures in the U.S., 2011-2012.",2014,Independent,Not coded,Not applicable,,,
24650842,"""Smoking revolution"": a content analysis of electronic cigarette retail websites.",2014,Independent,Positive,Positive,cessation,,
24627738,"Sanctions, Smuggling, and the Cigarette: The Granting of Iran Office of Foreign Asset Control's Licenses to Big Tobacco.",2014,Independent,Not coded,Negative,,addiction; nicotine addiction,
24619455,Electronic cigarette advertising at the point-of-sale: a gap in tobacco control research.,2015,Independent,Not coded,Not applicable,,,
24616916,European Union adds teeth to its anti-tobacco legislation.,2014,Independent,Not coded,Not applicable,,,
24558921,[2014 or year I of Nicotine era].,2014,Independent,Not coded,Not applicable,,,
24532710,Tobacco on the web: surveillance and characterisation of online tobacco and e-cigarette advertising.,2015,Independent,Not coded,Positive,benefits,,
24526387,Green tobacco sickness among tobacco farmers in southern Brazil.,2014,Independent,Not coded,Positive,improve,,
24500265,Crowdsourcing data collection of the retail tobacco environment: case study comparing data from crowdsourced workers to trained data collectors.,2015,Independent,Not coded,Positive,promising,,
24420328,Recent increases in efficiency in cigarette nicotine delivery: implications for tobacco control.,2014,Independent,Neutral,Not applicable,,,
24420311,"Smokeless tobacco products sold in Massachusetts from 2003 to 2012: trends and variations in brand availability, nicotine contents and design features.",2015,Independent,Not coded,Not applicable,,,
24413030,In utero exposure to Black Bull chewing tobacco and neonatal nicotine withdrawal: a review of the literature.,2014,Independent,Negative,Negative,,addiction; withdrawal,
24034685,Estimating demand for alternatives to cigarettes with online purchase tasks.,2014,Independent,Not coded,Not applicable,,,
27135046,Interventions to Correct Misinformation About Tobacco Products.,2015,Independent,Not coded,Not applicable,,,
26774225,"Big tobacco, E-cigarettes, and a road to the smoking endgame.",2016,Independent,Not coded,Negative,,addiction,
26681775,"""My First Thought was Croutons"": Perceptions of Cigarettes and Cigarette Smoke Constituents Among Adult Smokers and Nonsmokers.",2016,Independent,Negative,Negative,,harmful,
26680433,Retail availability and marketing of electronic cigarettes in Canada.,2015,Independent,Not coded,Not applicable,,,
26604194,British American Tobacco puts tobacco in new e-cigarette.,2015,Independent,Not coded,Not applicable,,,
26559719,A Qualitative Examination of Smoke-Free Policies and Electronic Cigarettes Among Sheltered Homeless Adults.,2017,Independent,Not coded,Not applicable,,,
26554277,Switching from usual brand cigarettes to a tobacco-heating cigarette or snus: Part 2. Biomarkers of exposure.,2015,Independent,Mixed,Mixed,reduced exposure,harmful,
26549502,Openness to Using Non-cigarette Tobacco Products Among U.S. Young Adults.,2016,Independent,Not coded,Not applicable,,,
26547542,Tobacco Exposure and Children: A Changing Landscape.,2015,Independent,Not coded,Not applicable,,,
26546152,Quantifying how smokers value attributes of electronic cigarettes.,2016,Independent,Not coded,Not applicable,,,
26546151,Differences in the design and sale of e-cigarettes by cigarette manufacturers and non-cigarette manufacturers in the USA.,2016,Independent,Not coded,Not applicable,,,
26543783,Levels of nicotine in Ethiopian tobacco leaves.,2015,Independent,Negative,Negative,,harmful,
26525962,Switching from usual brand cigarettes to a tobacco-heating cigarette or snus: Part 3. Biomarkers of biological effect.,2015,Independent,Not coded,Not applicable,,,
26525849,Switching from usual brand cigarettes to a tobacco-heating cigarette or snus: Part 1. Study design and methodology.,2015,Independent,Not coded,Not applicable,,,
26508399,A Proposed Collaboration Against Big Tobacco: Common Ground Between the Vaping and Public Health Community in the United States.,2016,Independent,Not coded,Negative,,misleading,
26489289,SPIT TOBACCO: A Changing Landscape.,2015,Independent,Not coded,Not applicable,,,
26482786,Testing antismoking messages for Air Force trainees.,2016,Independent,Not coded,Positive,effective ; antismoking advertisements on perceived harm and intentions to use cigarettes and other tobacco products among air force trainees. conclusions: antismoking advertisements produced for the general public might also be effective,,
26471153,Can the research community respond adequately to the health risks of vaping?,2015,Independent,Not coded,Positive,improve,,
26455587,"Association between diabetes and esophageal cancer, independent of obesity, in the United States Veterans Affairs population.",2016,Independent,Negative,Negative,,dependence; nicotine dependence,
26430813,"Nicotine delivery, retention and pharmacokinetics from various electronic cigarettes.",2016,Independent,Not coded,Not applicable,,,
26424201,VapeCons: E-cigarette user conventions.,2015,Independent,Not coded,Not applicable,,,
26424091,"Nicotine delivery, tolerability and reduction of smoking urge in smokers following short-term use of one brand of electronic cigarettes.",2015,Tobacco Company,Not coded,Negative,,craving,
26412439,Should academic journals publish e-cigarette research linked to tobacco companies?,2016,Independent,Not coded,Mixed,cessation; effective ,passive smoking,
26392368,Association of the OPRM1 Variant rs1799971 (A118G) with Non-Specific Liability to Substance Dependence in a Collaborative de novo Meta-Analysis of European-Ancestry Cohorts.,2016,Independent,Negative,Mixed,benefits,addiction; addictive,
26391580,Awareness and Use of Dissolvable Tobacco Products in the United States.,2016,Independent,Not coded,Positive,cessation,,
26377513,Direct-to-Consumer Marketing of Cigar Products in the United States.,2016,Independent,Not coded,Not applicable,,,
26375889,"A critical assessment of the scientific basis, and implementation, of regulations for the safety assessment and marketing of innovative tobacco-related products.",2015,Independent,Not coded,Negative,,harmful,
