author_id,name,is_industry,paper_count,pct_positive,degree,weighted_degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality
d1019b48f06d,"Nahhas, Georges J",False,5,40.0,28,40,0.01697,0.002383,0.275686,0.030339
03bfec805df0,"Henderson, Patricia Nez",False,3,0.0,10,16,0.006061,0.002374,0.233713,5.3e-05
f0a603598c08,"van der Eijk, Yvette",False,9,22.2,6,8,0.003636,0.002337,0.231356,0.001076
7604a7bfad45,"Wang, Ge",False,2,0.0,7,7,0.004242,0.002333,0.136178,0.0
744d73659fd4,"Romm, Katelyn F",False,4,25.0,13,21,0.007879,0.002307,0.215037,2e-06
d3761569b116,"Yong, Hua-Hie",False,13,38.5,46,100,0.027879,0.002301,0.275164,0.095555
44cda174917b,"DiFranza, Joseph R",False,5,20.0,12,17,0.007273,0.0023,0.252482,8.3e-05
f0b3dd8f1d48,"Moran, Meghan Bridgid",False,6,0.0,16,23,0.009697,0.002285,0.252774,0.000579
19fefab8cf04,"Stanton, Cassandra",False,4,0.0,25,29,0.015152,0.002277,0.270051,0.005391
22c12a36a801,"Brinkman, Marielle C",False,7,0.0,24,37,0.014545,0.002275,0.270386,0.000598
d1c22c4ccc0b,"Glantz, Stanton",False,11,0.0,6,8,0.003636,0.002266,0.207201,4e-06
669917d01966,"Abrams, David",False,3,0.0,28,35,0.01697,0.002255,0.277853,0.01356
269a46ef80af,"Thomson, George W",False,2,0.0,5,5,0.00303,0.00222,0.200745,8e-05
60b090249c2e,"Li, Lin",False,3,33.3,17,18,0.010303,0.002192,0.256392,0.011563
7fe29851f2db,"Carroll, Dana M",False,3,0.0,17,18,0.010303,0.002181,0.280716,0.004533
e3a1a8960c55,"Reynales-Shigematsu, Luz Myriam",False,5,20.0,5,7,0.00303,0.002176,0.240062,0.001044
359486496a0b,"Bals, Robert",False,2,50.0,3,3,0.001818,0.002173,0.223145,2.9e-05
ae977d1d925d,"Hoffmann, D",False,3,0.0,8,10,0.004848,0.002169,0.163727,0.0
4be9f41cb5a1,"Tomar, S L",False,4,0.0,3,4,0.001818,0.002157,0.163359,0.0
44becfef2853,"Tabuchi, Takahiro",False,5,20.0,15,27,0.009091,0.002157,0.265339,0.021651
513afccb7b90,"Martinet, Yves",False,4,25.0,3,6,0.001818,0.002157,0.174917,0.0
f49a3e03ee41,"Richter, Patricia",False,2,0.0,5,5,0.00303,0.002156,0.191768,0.0
a7e25c184c93,"Tidey, Jennifer W",False,9,11.1,33,60,0.02,0.002149,0.285745,0.002773
a27427dfaf51,"Petticrew, Mark",False,2,50.0,4,4,0.002424,0.00214,0.210368,3.3e-05
964d2dcc7460,"Nali, Matthew C",False,2,0.0,6,7,0.003636,0.002134,0.176642,0.0
b19a4ab07f72,"Magnani, Pierpaolo",True,2,0.0,3,3,0.001818,0.002111,0.177939,0.0
5e0ce0bd838d,"Graff, Donald W",False,3,0.0,7,9,0.004242,0.002097,0.217722,1.6e-05
aaa3f5e162bf,"Hajek, Peter",False,4,50.0,13,15,0.007879,0.002091,0.256946,7e-05
a477825e77a8,"Drobes, David J",False,7,28.6,32,53,0.019394,0.002063,0.285995,0.001248
7ad0339924da,"Hartmann-Boyce, Jamie",False,8,37.5,29,62,0.017576,0.002061,0.271565,0.004181
2164fbf5a737,"Hays, J Taylor",False,2,0.0,9,9,0.005455,0.002057,0.25554,0.000148
0d6072958eb7,"Tarasenko, Yelena",False,2,0.0,5,5,0.00303,0.002052,0.181798,0.0
401bd7bf124b,"Denlinger-Apte, Rachel",False,2,0.0,24,28,0.014545,0.002049,0.274183,0.000991
7b4fccdf61b6,"Pearson, Jennifer",False,3,0.0,28,36,0.01697,0.002044,0.272811,0.011143
f18f751074c1,"Jacob, Peyton",False,23,4.3,34,115,0.020606,0.002043,0.276971,0.005075
bc75096a4cd4,"Mikheev, Vladimir B",False,2,0.0,12,12,0.007273,0.002021,0.281623,0.001468
d7f5d5c5e480,"Pechacek, Terry F",False,3,0.0,10,12,0.006061,0.002015,0.250643,0.000268
1b6d05bfe3c2,"Nollen, Nicole L",False,11,54.5,27,58,0.016364,0.001999,0.271903,0.001059
aec459a7fb15,"Huang, Jidong",False,4,0.0,13,16,0.007879,0.001973,0.248736,0.000249
428232d2c9fa,"Elton-Marshall, Tara",False,7,42.9,55,111,0.033333,0.001969,0.293768,0.06883
727d0231b16a,"Ross, Kathryn C",False,3,0.0,13,17,0.007879,0.001958,0.260945,0.000633
9a0644821948,"Chan, Gary",False,3,0.0,19,22,0.011515,0.001949,0.254298,0.012912
7f5cfd35d610,"Hops, Hyman",False,3,0.0,80,93,0.048485,0.001946,0.279039,0.000589
49fa4d0ff2a2,"Kim, Minji",False,8,37.5,17,24,0.010303,0.001937,0.254051,0.00197
43b5c12fcd11,"Gammon, Doris G",False,5,0.0,10,18,0.006061,0.001935,0.203652,1e-06
53622db9431d,"Ashare, Rebecca L",False,2,50.0,9,10,0.005455,0.001917,0.266909,0.003671
dc8cac37f668,"Brasky, Theodore M",False,7,0.0,17,48,0.010303,0.001906,0.294429,0.004077
e6c620d91b40,"Queen, Tara L",False,2,0.0,11,11,0.006667,0.001873,0.219918,3.1e-05
a1ade58ba1d3,"Yang, JaeWon",False,3,0.0,16,19,0.009697,0.001857,0.267893,0.000534
34db2c5ebe62,"Cummings, Kenneth Michael",False,4,50.0,30,37,0.018182,0.001846,0.263097,0.02071
4abdc6268682,"East, Katherine",False,5,40.0,25,37,0.015152,0.001838,0.26448,0.030777
240556165dbd,"Shete, Sanjay",False,2,50.0,7,7,0.004242,0.001825,0.221445,1.7e-05
c3fb2499a981,"Le Foll, Bernard",False,5,80.0,12,20,0.007273,0.001824,0.236246,9.6e-05
e1024362167d,"El-Hellani, Ahmad",False,18,5.6,27,101,0.016364,0.001815,0.26955,0.000675
f094d0b85dfb,"Jackson, Sarah E",False,34,23.5,30,126,0.018182,0.0018,0.24068,0.002465
9dbcc2f916bd,"Li, Yongping",False,2,0.0,8,11,0.004848,0.001793,0.136192,0.0
fa816a41e969,"Li, Ming D",False,2,0.0,7,7,0.004242,0.001792,0.217577,2.3e-05
575d64ffc2a2,"Vanscheeuwijck, Patrick",True,6,16.7,23,45,0.013939,0.001773,0.177,0.0
a0597bf40d4c,"Chen-Sankey, Julia",False,4,50.0,16,18,0.009697,0.00177,0.265932,0.002223
aa4ff3dd55dd,"Giovenco, Daniel P",False,5,0.0,12,18,0.007273,0.001758,0.24287,0.001451
8c8f54616936,"McCool, Judith P",False,2,0.0,7,7,0.004242,0.001751,0.219771,0.000277
45584da56328,"Gale, Nathan",True,8,12.5,19,46,0.011515,0.001728,0.149128,0.0
1e546abc1356,"Quah, Anne C K",False,16,43.8,53,179,0.032121,0.001727,0.28475,0.153138
1d2ac70420e5,"Marynak, Kristy L",False,5,0.0,14,15,0.008485,0.001716,0.224486,3e-05
abe75ad6e8d7,"McEwan, Michael",True,9,11.1,17,48,0.010303,0.001707,0.176285,0.0
a3a8837d2132,"Schillo, Barbara",False,8,0.0,21,34,0.012727,0.001697,0.241882,0.000193
081d0ae791eb,"Lipato, Thokozeni",False,4,0.0,18,24,0.010909,0.001668,0.252336,0.000282
51d669f95392,"Barker, Dianne C",False,2,50.0,9,9,0.005455,0.001663,0.244094,2.2e-05
22a9dcf96504,"Jeong, Michelle",False,6,50.0,18,34,0.010909,0.001653,0.264748,0.001741
71a540d94aa1,"Koopmeiners, Joseph S",False,7,0.0,32,64,0.019394,0.001651,0.280656,0.004295
a6cf689b8504,"Vassey, Julia",False,9,11.1,14,22,0.008485,0.001649,0.243096,0.000156
9655dd38bbde,"Cui, Yuxian",False,3,0.0,12,19,0.007273,0.001637,0.235522,1.5e-05
64464e072735,"Berg, Carla J",False,10,10.0,20,44,0.012121,0.001632,0.244963,3.8e-05
57bd1f91729e,"Little, Melissa A",False,4,0.0,11,16,0.006667,0.001627,0.248453,0.000134
b1aa4b988a50,"Cappella, Joseph N",False,2,0.0,3,3,0.001818,0.001613,0.23565,6.1e-05
ace0c3a04eb1,"Meier, Ellen",False,3,33.3,15,16,0.009091,0.001594,0.266041,0.001682
1fa27eda8623,"Satybaldiyeva, Nora",False,2,0.0,6,6,0.003636,0.001592,0.234551,5.7e-05
91570540c6d5,"Arnott, Deborah",False,4,0.0,15,16,0.009091,0.001592,0.240724,0.002287
cd80819ab102,"Naughton, Felix",False,3,33.3,12,18,0.007273,0.001589,0.241213,0.001591
08f36d37f023,"Fong, Geoffrey",False,3,0.0,26,29,0.015758,0.001584,0.27361,0.014347
21183023ef35,"Hammond, D",False,3,0.0,5,6,0.00303,0.001573,0.19837,3.6e-05
7a0421890d00,"Heckman, Bryan W",False,10,20.0,41,91,0.024848,0.001572,0.284131,0.080369
cfca3d3a704d,"McAdam, Kevin",True,3,33.3,11,16,0.006667,0.001565,0.182917,0.0
9c7cc83cd020,"Brown, Buddy G",False,3,33.3,9,10,0.005455,0.001542,0.175716,0.0
4a7e7778f9ce,"Branston, J Robert",False,4,0.0,4,5,0.002424,0.00152,0.220623,7.8e-05
c51479c02c02,"Chaiton, Michael",False,3,0.0,6,7,0.003636,0.001519,0.254348,0.001064
bfee7b45db9f,"Thompson, Mary E",False,8,37.5,39,94,0.023636,0.001515,0.277617,0.086387
5d9a9a514032,"Song, Min-Ae",False,6,0.0,16,46,0.009697,0.001508,0.294363,0.003982
9b24ec5312fd,"Thrasher, James",False,5,0.0,17,24,0.010303,0.001508,0.256845,0.013376
5974d27170e1,"Ben Taleb, Ziyad",False,5,20.0,15,23,0.009091,0.001503,0.273724,0.000176
674e73e56728,"Zhu, Andy Z X",False,6,33.3,25,43,0.015152,0.001503,0.277323,0.001943
213f1c3b3b23,"Pebley, Kinsey",False,2,50.0,8,8,0.004848,0.001502,0.234467,0.000313
850141fa8aed,"Filippidis, Filippos T",False,2,50.0,9,10,0.005455,0.001501,0.256694,0.008561
698689de7f4e,"Vora, Manali",False,2,0.0,5,6,0.00303,0.001497,0.22973,2.8e-05
1ab41e4cc2db,"Carroll, Dana Mowls",False,2,50.0,17,18,0.010303,0.001494,0.273724,0.001564
029387b5c4fd,"Batzler, Anthony",False,3,0.0,94,134,0.05697,0.00146,0.23663,0.000107
f535dce1c5c2,"Johnson, Emma C",False,3,0.0,94,134,0.05697,0.00146,0.23663,0.000107
a5ceb8ae53bb,"Palmer, Abraham A",False,3,0.0,94,134,0.05697,0.00146,0.23663,0.000107
d5b8d42b9823,"Hancock, Dana B",False,3,0.0,94,134,0.05697,0.00146,0.23663,0.000107
5c4ab943796d,"Zhou, Hang",False,3,0.0,94,134,0.05697,0.00146,0.23663,0.000107
ca647a8aff29,"Sanchez-Roige, Sandra",False,3,0.0,94,134,0.05697,0.00146,0.23663,0.000107
009c382164c9,"Biernacka, Joanna M",False,3,0.0,94,134,0.05697,0.00146,0.23663,0.000107
21543e0b746f,"D'Ruiz, Carl",True,2,0.0,7,7,0.004242,0.001445,0.215356,6e-06
39716675bd3d,"Chapman, Simon",False,7,14.3,8,8,0.004848,0.001445,0.215711,0.000217
9a50bd96b56f,"Russell, Christopher",False,6,33.3,11,22,0.006667,0.001434,0.228167,5.9e-05
640c9d38a56e,"King, Brian A",False,8,12.5,14,23,0.008485,0.00142,0.208224,5e-06
7abcca48d1fa,"Welding, Kevin",False,10,0.0,24,42,0.014545,0.001419,0.244596,0.000102
091b69e7c274,"Selby, Peter",False,5,80.0,7,8,0.004242,0.001417,0.198611,5e-06
8ff47e6a7b01,"Jain, Shonul",False,2,0.0,9,10,0.005455,0.001398,0.260166,0.000246
77ca8d558e16,"Orleans, C T",False,2,50.0,2,2,0.001212,0.001395,0.198672,3.5e-05
55c6242f1b1a,"Stiles, Mitchell F",False,4,0.0,7,15,0.004242,0.001393,0.216103,1.6e-05
d5ab150650c5,"Brose, Leonie S",False,3,33.3,10,11,0.006061,0.001377,0.261833,0.010149
98202b65126e,"Donny, Eric C",False,22,4.5,47,147,0.028485,0.001371,0.288582,0.010467
7426982c4cfb,"Karaoghlanian, Nareg",False,16,0.0,26,105,0.015758,0.001364,0.260789,0.000491
202a3f90b166,"Lazard, Allison J",False,5,0.0,15,26,0.009091,0.001363,0.227691,6.2e-05
c49b0a09205d,"East, Katherine A",False,9,22.2,38,77,0.02303,0.001354,0.279755,0.064679
c8258be89719,"Weitkunat, Rolf",True,2,0.0,6,7,0.003636,0.001351,0.15139,0.0
cb9975653559,"Djurdjevic, Smilja",True,2,0.0,6,7,0.003636,0.001351,0.15139,0.0
fb6effd3693a,"Watson, Clifford",False,3,0.0,21,27,0.012727,0.001323,0.280475,0.004311
0a700e7fcc83,"Chen, Xiangning",False,2,0.0,70,72,0.042424,0.001296,0.241302,0.000127
16aee5255249,"Talcott, G Wayne",False,3,0.0,10,14,0.006061,0.001295,0.246254,0.000132
20735022b8b6,"Sanderson Cox, Lisa",False,2,100.0,8,9,0.004848,0.001294,0.260581,0.000161
8384e406161e,"Moolchan, Eric T",False,2,0.0,13,13,0.007879,0.001289,0.248689,0.000299
89f2292cb6c5,"Ripatti, Samuli",False,2,50.0,75,82,0.045455,0.001279,0.247512,0.000168
bd437a53c73f,"Palviainen, Teemu",False,2,50.0,75,82,0.045455,0.001279,0.247512,0.000168
7855e79156ee,"Gordon, Scott",False,2,50.0,75,82,0.045455,0.001279,0.247512,0.000168
f5911dc24a22,"Madden, Pamela A F",False,2,50.0,75,82,0.045455,0.001279,0.247512,0.000168
29784ffeb871,"Loukola, Anu",False,2,50.0,75,82,0.045455,0.001279,0.247512,0.000168
af6a130e0311,"Zhou, Yitong",False,2,0.0,19,20,0.011515,0.001269,0.265393,0.007423
23f12c9b24c1,"Vogel, Erin A",False,8,12.5,15,25,0.009091,0.001267,0.254794,8.6e-05
bfee5c313f85,"Giberson, Jeremy",False,2,0.0,8,9,0.004848,0.001267,0.260114,0.000238
066b3e9b9781,"Helen, Gideon St",False,2,0.0,4,4,0.002424,0.001261,0.270721,0.000168
973d1df9c821,"Bold, Krysten W",False,4,25.0,15,21,0.009091,0.001259,0.244368,0.000381
2ebbc1839662,"Galimov, Artur",False,5,0.0,12,16,0.007273,0.001258,0.24817,0.000273
5bc26f264efc,"Soule, Eric",False,6,0.0,22,30,0.013333,0.001251,0.251028,9.6e-05
4ce4afd596dc,"Haziza, Christelle",True,4,25.0,9,15,0.005455,0.00125,0.175386,0.0
bd4a9174bfc4,"Kennedy, Ryan D",False,3,0.0,11,13,0.006667,0.001248,0.241035,4.6e-05
16972704357b,"Allem, Jon-Patrick",False,11,0.0,19,43,0.011515,0.001244,0.254794,0.000627
1ec77a66bffb,"Lee, Joseph G L",False,5,0.0,12,16,0.007273,0.001244,0.238486,0.000673
547564154128,"Owusu, Daniel",False,2,0.0,5,5,0.00303,0.001231,0.219328,0.000106
2a56b92b7df3,"Niaura, Ray",False,4,0.0,32,46,0.019394,0.00123,0.284069,0.026567
45c69371042c,"Wipfli, Heather Lynn",False,3,0.0,10,10,0.006061,0.001229,0.240636,6e-05
03e564150015,"Ramo, Danielle E",False,3,0.0,7,9,0.004242,0.001228,0.258827,0.000153
d7b7c74c3879,"Campbell, Chris",False,2,0.0,4,4,0.002424,0.001214,0.149674,0.0
7181f8b56a59,"Fagerström, K",False,2,50.0,3,3,0.001818,0.00121,0.162689,0.0
156dc9af34f9,"Wilson, Nick",False,5,0.0,7,12,0.004242,0.00121,0.199825,0.000219
7a4cdc6fa112,"Goldstein, Adam O",False,4,0.0,6,7,0.003636,0.001208,0.232963,0.000194
4e02030ca5c8,"Djordjevic, Mirjana V",False,4,25.0,16,19,0.009697,0.001208,0.280836,0.006493
f599d447965d,"Apollonio, Dorie E",False,3,0.0,3,3,0.001818,0.001204,0.228088,2.6e-05
b9342f0a0774,"Mahoney, Margaret",False,2,0.0,8,8,0.004848,0.001204,0.226233,9e-06
46fc70e9a3f8,"Wileyto, E Paul",False,4,50.0,15,23,0.009091,0.001201,0.267948,0.0006
1e0be16db948,"Sweanor, David T",False,6,16.7,30,42,0.018182,0.001181,0.264427,0.027719
1fe82a70cd2a,"Brewer, Noel T",False,17,23.5,21,77,0.012727,0.001173,0.244642,0.000613
a33a334e6a26,"Pechmann, Cornelia",False,3,33.3,3,4,0.001818,0.001167,0.21091,6e-06
93c33b5dcb56,"Li, Wenjun",False,3,0.0,7,13,0.004242,0.001165,0.2001,1e-06
a816a58e9668,"Bialous, Stella",False,3,0.0,5,5,0.00303,0.001162,0.19413,2e-06
12078bc10c0a,"Luo, Xianghua",False,7,14.3,35,70,0.021212,0.001162,0.297375,0.007761
b65fe9fc399b,"Warren, Graham W",False,4,0.0,18,30,0.010909,0.001155,0.250451,0.003252
d606124b8d7a,"Klein, Elizabeth G",False,6,0.0,17,21,0.010303,0.001155,0.257452,0.000358
12f7cf38a13f,"Qiu, Zefeng",False,2,0.0,9,10,0.005455,0.00115,0.230581,0.000662
12b4f77be3e6,"Spillane, Torra E",False,2,0.0,8,9,0.004848,0.001148,0.23226,0.000511
54f9ebb2ccc1,"Herbst, Roy S",False,3,0.0,17,29,0.010303,0.00114,0.235099,0.000955
d2ef174b8cb0,"Primack, Brian A",False,2,0.0,13,13,0.007879,0.001139,0.263044,0.000178
7626d596db44,"Cobb, Caroline O",False,9,11.1,17,35,0.010303,0.001134,0.256593,0.000425
cd636c8f0aa2,"Robertson, C",False,2,50.0,7,8,0.004242,0.001131,0.163543,0.0
ba15d30edb8f,"Sharma, Akshika",False,3,66.7,17,17,0.010303,0.001131,0.272356,0.00803
548582a0c513,"Rose, Richard J",False,3,33.3,87,148,0.052727,0.001129,0.251607,0.000271
f5d55a2ac6ee,"Martin, Nicholas G",False,3,33.3,87,148,0.052727,0.001129,0.251607,0.000271
39e4b5bc16f2,"Baker, Timothy B",False,3,33.3,20,30,0.012121,0.001125,0.273667,0.000535
19f16813e38e,"Calfee, Carolyn S",False,2,0.0,6,6,0.003636,0.001125,0.252774,0.000218
5d99c3666bdc,"Yingst, Jessica",False,3,33.3,10,13,0.006061,0.001119,0.250307,0.000112
5da78cb27ba5,"Liber, Alex C",False,6,33.3,31,44,0.018788,0.001115,0.265124,0.02946
1044d83bb7e8,"Veldheer, Susan",False,3,0.0,11,17,0.006667,0.001113,0.238182,2.7e-05
676bc9b87820,"Breland, Alison B",False,3,0.0,13,18,0.007879,0.001113,0.238138,4.9e-05
523ca3c8c22d,"Jensen, Joni",False,4,0.0,19,27,0.011515,0.001113,0.274126,0.001396
b60f8f64d218,"Bero, Lisa A",False,4,0.0,4,4,0.002424,0.00111,0.222273,1.5e-05
15cfae2a5c6e,"McClernon, F Joseph",False,3,33.3,25,39,0.015152,0.001107,0.276035,0.001941
0284837a9026,"Leavens, Eleanor L S",False,7,28.6,20,38,0.012121,0.001099,0.261414,0.000288
d7d3f8728863,"Barnes, Richard",False,2,0.0,2,2,0.001212,0.001098,0.209592,2e-06
3560bb312600,"Cho, Sung-Il",False,2,50.0,7,8,0.004242,0.001097,0.237533,0.004439
6743a2044181,"Gilmore, Anna",False,2,0.0,3,3,0.001818,0.001092,0.200653,7.7e-05
78fdd5dad9a6,"Gomes, Makenna N",False,2,0.0,9,11,0.005455,0.001088,0.261519,0.006119
10bc73846195,"Hyland, Andrew J",False,6,50.0,41,88,0.024848,0.001082,0.286433,0.052763
871b2614590f,"Borgerding, Michael F",False,3,0.0,5,6,0.00303,0.00108,0.174683,0.0
7712e90487df,"Groner, Judith",False,2,0.0,4,4,0.002424,0.001079,0.194563,2e-06
94b8741fd435,"Lim, Min Kyung",False,3,66.7,5,8,0.00303,0.001079,0.252238,0.000141
33b0e51a8e07,"Chen, Dan",False,3,0.0,5,7,0.00303,0.001079,0.160296,0.0
4391d7d4cde6,"Hecht, S S",False,2,0.0,2,2,0.001212,0.001079,0.138076,0.0
7024470e4c1b,"Jackler, Robert K",False,5,20.0,2,5,0.001212,0.001079,0.217831,1.4e-05
7896b4044aa8,"Prasad, G L",False,2,50.0,6,6,0.003636,0.001079,0.175598,0.0
a6e6f67cd985,"Astuti, Putu Ayu Swandewi",False,3,0.0,2,3,0.001212,0.001079,0.204448,1e-06
9beead119eba,"Jiménez-Ruiz, Carlos A",False,3,33.3,2,2,0.001212,0.001079,0.178498,0.0
0fdd0fac30f9,"Hawkins, Ben",False,2,0.0,3,3,0.001818,0.001079,0.166606,0.0
c03e24ba177f,"Shi, Hongzhi",False,4,0.0,8,15,0.004848,0.001079,0.18517,0.0
7654492e695e,"Jawad, Mohammed",False,3,33.3,3,4,0.001818,0.001078,0.204832,4e-06
aa99d554298e,"Nakkash, Rima T",False,2,0.0,3,4,0.001818,0.001078,0.204832,4e-06
3298aa36d80c,"Wolf, Katharina",False,2,0.0,6,8,0.003636,0.001074,0.174824,1e-06
a8e7cbc049c2,"Li, Dongliang",False,2,0.0,11,15,0.006667,0.001072,0.193298,1e-06
7da19163b63f,"Cai, Wen",False,2,0.0,11,15,0.006667,0.001072,0.193298,1e-06
d0ebf8a607d4,"Zhou, Quanwei",False,2,0.0,11,15,0.006667,0.001072,0.193298,1e-06
7338651c98ac,"Li, Pinhe",False,2,0.0,11,15,0.006667,0.001072,0.193298,1e-06
de0ac6ddc855,"Yang, Zhen",False,2,0.0,11,15,0.006667,0.001072,0.193298,1e-06
ab5e625345e5,"Delnevo, Cristine",False,3,0.0,34,47,0.020606,0.001072,0.277971,0.018146
7dead3587066,"Perkins, Kenneth A",False,4,0.0,11,16,0.006667,0.001067,0.276502,0.000961
b83f19205389,"Thissen, Jesse",True,3,33.3,10,18,0.006061,0.001057,0.148637,0.0
316697d876f6,"Warner, K E",False,5,0.0,7,9,0.004242,0.001056,0.199216,3.6e-05
194a859d8bf3,"Cho, Yoo Jin",False,5,20.0,22,39,0.013333,0.001042,0.271621,0.032302
4ac8fe9590ae,"Carpenter, Kelly M",False,3,100.0,9,9,0.005455,0.001038,0.224293,0.000128
40e67922ec72,"Meng, Gang",False,6,33.3,30,62,0.018182,0.001032,0.276678,0.064699
f94245202769,"Klesges, Robert C",False,2,0.0,9,11,0.005455,0.001018,0.246208,0.000132
520e3dd34997,"Dahne, Jennifer",False,3,100.0,12,14,0.007273,0.001016,0.256896,0.007353
f9b30221ec01,"Robichaud, Meagan O",False,3,0.0,13,13,0.007879,0.001014,0.244368,0.00025
98b4101be4bc,"Stepanov, Irina",False,5,20.0,17,23,0.010303,0.001012,0.272697,0.005138
32fde065754c,"McClure, Erin A",False,2,50.0,18,18,0.010909,0.001012,0.255241,0.011076
cbd59b4af567,"Wakefield, Melanie A",False,3,33.3,6,6,0.003636,0.000998,0.196493,1.7e-05
484559580a27,"Addo, Newton",False,9,0.0,19,45,0.011515,0.000994,0.268388,0.00143
bbf66c45b83f,"Tautolo, El-Shadan",False,3,0.0,13,20,0.007879,0.000985,0.224988,0.000288
7e24deb2d61f,"Patten, Christi A",False,3,33.3,10,15,0.006061,0.000981,0.220698,1.1e-05
bb42dbac0b66,"Pipe, Andrew",False,2,0.0,8,8,0.004848,0.000978,0.25549,0.000148
ddcdeecb67e3,"Gundersen, Daniel A",False,4,0.0,30,55,0.018182,0.000975,0.275512,0.025447
7af8b5c8c9dd,"Dempsey, Delia",False,8,0.0,17,46,0.010303,0.000968,0.268609,0.002455
f8e40b46b67e,"Backinger, Cathy L",False,2,0.0,9,9,0.005455,0.000954,0.264587,0.000419
517632f258b9,"Le Grande, Michael",False,5,60.0,18,29,0.010909,0.000954,0.262305,0.02451
eb70c791e465,"Thomson, George",False,4,0.0,5,10,0.00303,0.000952,0.199734,0.000217
2f4121fb3528,"Cornacchione Ross, Jennifer",False,3,0.0,14,18,0.008485,0.000949,0.243367,0.000736
9f060c4c95d7,"Jimenez-Mendoza, Evelyn",False,4,25.0,9,18,0.005455,0.000949,0.232549,0.001607
a61b81148e74,"Silver, Karin",False,3,0.0,6,6,0.003636,0.000945,0.190928,7e-06
ef13e89fdb0b,"Bradbrook, Shane Kawenata",False,2,0.0,9,10,0.005455,0.00094,0.205283,1.3e-05
08885ee6455f,"Yingst, Jessica M",False,4,0.0,10,18,0.006061,0.000937,0.238138,1.8e-05
7d2c704e7c53,"Parascandola, Mark",False,5,0.0,7,7,0.004242,0.000935,0.245468,0.000298
1dacc1c40360,"Roberts, Megan E",False,4,0.0,15,18,0.009091,0.00093,0.253657,0.000318
eafd9d7c2ba5,"Kong, Amanda Y",False,3,0.0,8,12,0.004848,0.000927,0.229811,0.000671
00225a60e1e6,"Ling, Pamela",False,5,40.0,13,19,0.007879,0.000927,0.244094,0.000267
6b5f44ec5b33,"Pulvers, Kim",False,3,33.3,8,14,0.004848,0.000917,0.260581,0.000186
83da90c2193f,"Erythropel, Hanno C",False,5,0.0,16,23,0.009697,0.000901,0.253313,0.000654
c238133cd409,"Stevens, Elise M",False,3,33.3,10,11,0.006061,0.000901,0.253755,0.000583
fb556272ff65,"Hanna, Eliana",False,2,0.0,11,15,0.006667,0.000897,0.23388,3.6e-05
70ae40a670c5,"Ambrose, Bridget K",False,6,16.7,53,92,0.032121,0.000887,0.290634,0.043076
245174fb577c,"Sangalang, Angeline",False,2,0.0,5,5,0.00303,0.000886,0.246858,0.000127
29a45a71359c,"Chenoweth, Meghan J",False,6,66.7,27,52,0.016364,0.000867,0.271227,0.001096
8e637878f35a,"Lewis, Sarah",False,3,66.7,13,14,0.007879,0.000861,0.250499,0.001046
efbd2b2516e4,"Chung-Hall, Janet",False,3,100.0,25,35,0.015152,0.000852,0.269605,0.031165
4add8df22372,"White, Christine M",False,2,0.0,13,14,0.007879,0.00085,0.271565,0.012585
44e818c0e6c7,"Ebrahimi Kalan, Mohammad",False,7,14.3,21,37,0.012727,0.000849,0.260789,0.000419
d7b20ca0e9ce,"Rahman, Basmah",False,5,0.0,13,18,0.007879,0.000845,0.235353,0.000488
4b119394ec93,"Duan, Zongshuan",False,4,0.0,14,28,0.008485,0.000844,0.215108,3e-06
76efb83baa45,"Boudreau, Christian",False,6,33.3,34,81,0.020606,0.000838,0.277264,0.073467
afc3d6dcb824,"Guydish, Joseph",False,3,100.0,7,10,0.004242,0.00083,0.252774,0.000146
f3d244999edc,"Kale, Dimitra",False,6,50.0,21,38,0.012727,0.000827,0.223795,0.000403
42b59b765570,"Cooper, Sue",False,3,33.3,11,18,0.006667,0.000826,0.225609,9.7e-05
1bd5071070a1,"Salman, Rola",False,17,5.9,25,114,0.015152,0.000823,0.259856,0.000436
f31c4dbddbe5,"Schneller, Liane M",False,4,0.0,31,57,0.018788,0.000817,0.27892,0.030568
a1f9fc3bae1d,"Lichtenstein, Paul",False,2,0.0,71,71,0.04303,0.000812,0.232095,7.9e-05
45d87e9c4685,"Karam, Ebrahim",False,6,0.0,11,43,0.006667,0.000811,0.250307,0.000132
af6c98c063e2,"Wieczorek, Roman",True,3,0.0,19,29,0.011515,0.000811,0.215108,7e-06
7b11ff0023ce,"Kimmel, Heather L",False,10,20.0,65,157,0.039394,0.000807,0.296029,0.073773
550b8ed67987,"McIntosh, Scott",False,3,33.3,6,10,0.003636,0.000807,0.223069,1.6e-05
eecd549fafb5,"Blank, Melissa D",False,3,33.3,10,11,0.006061,0.000801,0.275396,0.000327
3b301866faf2,"Xu, Qing",False,3,0.0,5,8,0.00303,0.000793,0.175929,0.0
4740f73456c9,"Lewis, M Jane",False,6,0.0,8,11,0.004848,0.000791,0.250259,0.001943
689f1edb9981,"Rogers, Todd",False,5,0.0,9,17,0.005455,0.000791,0.203621,1e-06
9ad55216b2d5,"Rastogi, Kriti",False,2,0.0,9,12,0.005455,0.000783,0.254348,0.000593
470a89817a40,"McCausland, Kahlia",False,5,0.0,8,15,0.004848,0.000781,0.174964,1e-06
1d878836833c,"Barnoya, Joaquin",False,4,0.0,7,9,0.004242,0.000757,0.23616,0.001148
